blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,redWardsPlaced,redWardsDestroyed,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled
0,18,2,1,6,6,0,0,0,212,61,-577,14,3,1,1,0,239,55
0,11,2,0,5,7,0,0,0,213,51,355,19,1,1,1,0,223,60
0,17,2,0,4,9,0,0,0,174,64,-2381,52,1,1,0,0,208,44
1,17,3,1,8,5,1,1,0,240,51,1928,13,3,0,0,0,209,45
0,16,3,1,7,7,0,0,0,228,52,166,14,2,1,1,0,223,50
0,21,2,1,11,11,0,0,0,222,48,1212,18,2,0,0,0,212,40
0,11,3,0,4,4,0,0,0,211,47,-1430,38,1,1,1,0,236,64
0,14,4,0,3,11,1,0,0,182,56,-4941,16,4,0,0,0,227,44
0,17,8,0,7,8,0,0,0,220,42,-508,20,3,0,0,0,217,54
0,11,0,1,5,9,0,0,0,174,44,-2985,9,0,1,0,0,213,55
1,19,2,1,3,4,0,0,0,202,60,460,14,5,1,0,0,209,40
0,12,4,0,5,5,0,0,0,203,52,-326,89,4,1,1,0,204,54
1,17,3,1,9,4,1,0,0,238,44,2670,15,3,0,0,0,208,42
0,10,2,1,6,7,0,0,0,205,56,-210,14,1,0,1,0,230,45
1,11,1,0,5,6,0,0,0,193,45,-2412,16,2,0,0,0,243,54
0,14,5,0,3,8,0,0,0,220,60,-3737,21,1,1,1,1,260,44
1,13,0,0,7,5,0,0,0,251,60,2026,11,2,0,1,0,189,73
1,14,1,1,4,5,1,0,0,214,64,-544,12,2,0,0,0,238,44
1,128,4,1,7,4,1,1,0,230,52,3399,97,2,0,0,0,200,39
1,15,1,1,10,8,1,1,0,222,44,793,14,0,0,0,0,215,56
1,17,6,0,4,5,0,1,0,223,80,297,19,4,0,0,0,225,48
1,138,2,1,3,3,1,0,0,223,52,-394,15,2,0,0,0,253,47
1,15,3,0,7,4,0,0,0,211,59,1897,13,3,0,0,0,182,28
0,14,1,0,7,9,0,0,1,221,40,222,12,3,1,0,0,202,51
0,17,1,1,11,7,0,0,0,193,54,658,13,1,0,0,0,193,64
0,14,1,1,6,7,0,0,0,213,44,-214,36,2,1,0,0,201,71
0,14,0,1,9,9,0,0,0,227,48,-898,12,0,1,1,0,225,56
0,11,4,1,3,8,0,1,0,214,72,-3439,14,0,1,0,0,251,56
1,35,2,1,7,5,0,0,0,241,64,1892,21,5,0,0,0,214,43
0,12,2,0,9,11,0,0,0,226,36,-1428,15,1,1,0,0,237,43
0,19,2,0,3,4,0,0,0,214,43,-1999,21,6,1,0,0,238,64
0,9,3,0,5,6,0,0,1,253,56,1191,11,1,1,0,0,166,67
1,12,1,0,6,6,0,0,0,216,52,301,12,2,1,0,0,229,44
0,13,1,1,5,7,0,0,0,191,56,-1712,16,3,1,0,0,222,66
0,13,1,1,1,3,0,0,0,215,64,-2079,14,1,0,0,0,244,53
0,17,4,0,8,7,0,0,0,179,28,-1182,19,5,0,1,1,204,55
0,14,1,0,2,12,0,0,0,196,52,-4225,10,4,0,0,0,230,32
1,15,2,0,9,2,0,0,0,232,48,4318,17,1,0,1,0,197,44
0,13,2,1,12,5,0,0,0,234,48,2741,14,1,0,0,0,205,48
1,39,3,1,6,7,1,0,0,223,44,-405,17,4,0,0,0,205,55
1,15,3,0,1,2,1,0,0,261,60,-425,64,2,0,0,0,255,64
0,13,4,0,2,7,0,0,0,212,58,-2928,15,1,1,1,0,239,55
0,18,5,1,4,11,0,0,0,206,46,-3874,15,5,1,0,1,238,45
0,17,1,0,7,6,0,1,0,206,56,-597,21,5,1,0,0,242,56
0,18,0,0,5,8,0,0,0,208,55,-215,12,3,1,0,0,216,48
0,17,0,0,3,8,0,0,0,184,44,-3613,16,4,1,1,0,234,52
1,13,2,1,7,3,1,1,0,208,48,1630,18,2,0,0,0,218,48
0,164,3,0,4,11,0,0,0,227,38,-2539,11,9,1,0,0,174,56
0,17,4,0,4,6,0,0,0,255,48,-1149,20,4,0,0,0,238,64
1,47,3,0,9,3,0,1,0,203,41,2011,88,1,1,0,0,202,46
0,16,3,0,8,6,0,1,0,162,51,-1870,12,4,1,0,0,245,48
1,14,3,1,7,4,1,0,0,233,57,2296,16,2,0,0,0,212,41
1,19,3,0,3,4,1,0,0,225,51,-278,15,2,0,0,0,208,59
1,17,0,0,2,5,0,0,0,243,52,-1665,16,2,1,1,0,248,72
0,16,2,0,3,7,0,0,0,217,67,-1527,37,3,1,0,0,224,44
1,17,5,0,6,5,0,0,0,230,44,160,16,2,0,0,0,204,64
1,21,4,1,8,4,1,0,0,224,68,2498,15,5,0,0,0,217,52
1,81,2,0,4,7,1,0,0,195,62,-1556,47,5,0,0,0,237,53
0,46,3,0,5,12,0,0,0,215,52,-3324,18,2,1,0,0,236,58
1,14,6,0,5,6,0,1,0,221,47,-209,19,5,1,0,0,185,44
1,15,2,1,2,0,0,0,0,251,68,1386,18,3,0,0,0,234,54
1,39,2,1,9,6,0,0,0,193,50,2094,15,1,0,0,0,170,33
0,9,2,0,1,14,0,0,0,204,20,-7070,49,0,0,0,0,220,39
1,11,3,0,9,8,1,1,0,216,60,1133,37,1,0,0,0,178,28
1,15,2,0,6,5,1,0,0,208,60,906,16,1,0,0,0,185,43
1,17,4,1,8,8,0,0,0,185,36,-2523,16,8,0,1,0,231,40
1,16,2,0,6,7,0,0,0,231,48,-129,42,3,0,0,0,182,44
0,16,5,0,1,2,0,1,0,220,63,-1450,20,5,1,0,0,259,48
1,19,3,0,5,4,1,0,0,249,76,1217,15,1,0,0,0,218,48
0,13,2,1,9,6,1,0,0,198,44,91,14,1,0,0,0,224,55
1,72,1,0,9,9,0,0,0,227,43,1128,14,3,1,0,0,212,40
0,13,1,0,11,11,0,0,0,213,50,672,9,3,1,0,0,216,54
1,25,7,0,7,6,0,0,0,205,48,-33,16,10,0,0,0,223,56
0,17,3,1,5,5,0,0,0,226,53,1149,19,5,0,0,0,205,51
1,16,2,0,1,2,1,0,0,244,49,59,11,2,0,0,0,224,49
1,11,2,0,6,6,0,0,0,231,56,399,15,1,1,1,0,239,54
0,14,1,1,4,7,1,0,0,190,50,-4058,13,3,0,1,1,257,52
0,18,2,0,4,5,0,0,0,241,64,-339,12,4,1,0,0,259,59
0,19,1,1,6,7,1,0,0,198,40,-3686,19,2,0,1,1,232,46
1,14,3,0,6,11,0,0,0,232,55,-2564,15,2,1,0,0,219,55
1,17,1,1,7,8,1,0,0,216,48,106,14,0,0,0,0,184,52
1,34,5,1,13,9,1,1,0,215,64,1910,13,5,0,0,0,212,44
1,11,1,0,10,8,1,0,0,229,42,2400,12,1,0,0,0,191,34
1,15,3,1,10,8,1,0,0,212,48,975,26,0,0,0,0,196,45
0,14,1,1,9,4,0,0,0,249,58,4671,36,1,1,0,0,177,57
0,16,2,1,2,11,1,0,0,193,56,-5540,17,2,0,0,1,245,40
0,16,2,1,5,9,1,0,0,238,41,-2037,17,1,0,1,0,229,42
1,17,1,1,11,7,1,0,0,202,51,1281,14,2,0,0,0,214,36
1,20,2,1,9,7,1,0,0,215,44,1672,18,2,0,0,0,205,35
0,38,1,1,5,2,1,1,0,246,56,2123,146,14,0,0,0,220,45
0,16,4,0,5,7,0,0,0,198,39,-646,17,3,0,0,0,197,36
1,16,4,0,7,9,0,0,0,239,42,-72,40,1,1,1,0,209,56
1,18,5,1,9,4,1,0,0,240,40,2268,19,1,0,0,0,219,43
0,44,3,0,5,9,0,0,0,231,46,-2365,15,4,1,0,0,233,56
1,23,1,1,7,6,0,0,0,218,40,-136,22,3,1,1,0,243,55
0,10,3,0,8,11,1,0,0,189,39,-2683,18,2,0,1,0,209,53
0,15,3,0,5,4,1,0,0,222,68,441,16,2,0,0,0,235,44
0,22,6,0,1,5,0,0,0,252,68,-950,29,3,0,0,0,238,55
0,13,5,0,2,7,0,0,0,227,22,-2727,19,5,1,0,0,220,58
0,35,4,0,7,5,0,0,0,217,56,-64,66,2,0,0,0,214,60
0,15,4,1,7,6,0,0,0,211,48,222,17,2,1,0,0,205,52
1,20,2,0,3,3,0,1,1,238,78,862,19,9,1,0,0,252,69
0,16,1,1,4,10,0,0,0,191,43,-2636,14,2,0,0,0,225,48
1,39,1,0,7,5,1,0,0,220,48,23,16,1,0,0,0,222,48
0,15,2,0,7,11,0,0,0,223,29,-1565,19,3,1,1,0,170,70
1,16,4,1,6,3,0,0,0,216,77,1545,19,2,1,0,0,233,40
0,16,1,1,9,4,0,0,0,224,36,2260,17,1,0,0,0,226,47
1,110,0,0,6,10,0,0,0,216,45,-2535,40,1,1,0,0,228,55
1,15,2,0,9,6,0,0,0,212,32,1514,37,1,0,1,0,187,44
1,12,4,0,3,5,0,0,0,227,44,-1426,24,2,1,1,0,218,52
1,15,13,1,6,8,1,0,0,182,49,-2414,41,1,0,0,1,225,49
1,15,4,0,5,5,1,0,0,219,43,1007,16,1,0,1,0,164,43
1,16,5,1,6,2,1,0,1,256,52,4749,15,2,0,0,0,207,40
1,14,1,1,5,8,0,0,0,214,52,-1358,15,2,0,0,0,219,52
1,11,3,0,7,3,0,0,0,209,36,1474,14,3,0,0,0,225,45
1,19,1,1,8,2,0,0,0,196,48,2588,14,4,0,1,0,185,60
0,20,3,0,9,8,1,0,0,201,44,14,17,3,0,0,0,243,44
1,40,4,1,8,1,0,1,0,228,76,5359,18,2,1,0,0,208,36
0,16,4,0,7,11,0,1,0,218,50,-3620,13,3,0,0,1,229,34
0,14,3,1,7,10,0,0,0,184,46,-2295,13,2,0,0,0,228,47
0,17,2,1,4,11,1,0,0,211,56,-2932,40,2,0,0,0,215,52
0,42,1,1,7,3,1,0,0,196,43,2037,19,5,0,0,0,172,57
1,19,3,1,9,6,1,0,0,191,48,992,14,0,0,0,0,206,57
1,15,0,0,8,5,0,0,0,203,65,1568,14,2,0,0,0,212,44
0,11,4,1,6,7,0,1,0,215,60,-727,15,2,1,0,0,211,42
0,16,2,1,3,4,0,0,0,241,50,-185,14,3,1,0,0,238,61
1,55,3,1,7,5,0,0,0,228,56,1322,17,4,1,0,0,215,64
1,17,7,1,4,2,0,0,0,273,60,1068,16,4,0,0,0,253,68
1,17,2,1,6,3,1,0,0,249,63,1975,14,6,0,0,0,234,60
1,18,3,0,7,3,1,0,0,207,64,2391,15,0,0,0,0,190,47
1,25,1,0,5,5,0,0,0,252,59,570,75,2,0,0,0,235,52
0,46,4,1,7,4,1,0,0,205,48,1138,40,4,0,0,0,223,44
0,15,0,0,3,11,1,0,0,181,60,-6972,12,2,0,1,1,240,51
1,12,4,0,7,7,0,0,0,202,52,-422,28,1,1,1,0,189,53
1,26,1,1,8,1,1,0,0,182,56,2906,10,3,0,0,0,201,48
0,15,3,0,2,6,1,0,0,178,55,-4566,25,5,0,1,1,260,46
0,15,2,0,1,4,1,0,0,222,55,-1571,15,0,0,0,0,191,61
0,75,1,0,0,7,0,0,0,214,42,-3556,20,5,0,0,0,237,36
1,42,5,1,10,6,1,1,0,225,53,3015,14,5,0,0,0,184,60
1,12,8,0,3,4,0,1,0,217,51,-324,21,5,1,0,0,220,44
1,33,2,0,11,7,1,0,1,198,50,1350,12,1,0,0,0,247,44
1,14,2,0,7,5,1,0,0,176,59,394,14,2,0,0,0,216,45
1,24,5,0,3,5,1,0,0,226,41,-1597,38,5,0,1,0,218,47
0,17,2,0,3,8,0,0,0,167,36,-5355,19,0,1,0,0,234,84
1,16,4,1,4,5,1,0,0,238,56,145,17,3,0,0,0,224,36
1,18,1,1,1,1,0,1,0,231,60,1120,39,2,1,0,0,196,60
1,37,5,1,10,7,1,0,0,188,57,99,22,1,0,0,1,203,38
1,18,6,0,5,5,1,1,0,226,68,980,207,1,0,0,0,243,48
1,15,2,1,11,2,1,0,0,234,40,5351,14,2,0,0,0,211,50
0,14,2,0,1,6,0,0,0,206,52,-2490,55,3,1,0,0,237,52
1,19,3,1,10,5,1,1,0,247,51,3750,14,5,0,0,0,194,24
1,50,2,1,3,4,0,0,0,189,56,-755,15,0,1,0,0,210,64
1,16,2,1,13,8,0,1,2,242,62,4161,10,2,0,0,0,214,58
0,15,2,1,5,2,1,0,0,243,47,1476,19,2,0,0,0,233,51
0,14,3,0,6,5,1,1,0,231,46,336,16,0,0,0,0,223,44
0,18,3,1,3,5,0,1,0,216,65,-234,29,5,1,0,0,236,40
0,18,2,1,4,8,0,0,0,216,35,-1901,14,5,1,0,0,216,64
0,13,0,1,7,8,0,0,0,201,60,-519,14,2,1,1,0,228,52
0,14,5,0,1,5,0,0,0,180,68,-2301,15,2,1,1,0,226,60
0,18,4,1,4,5,0,1,0,222,40,481,19,3,1,0,0,199,51
0,18,6,0,4,6,0,0,0,227,56,-1413,18,4,1,1,0,256,72
1,77,3,0,5,6,0,0,0,223,59,-135,52,3,1,0,0,236,68
1,14,4,0,9,8,0,0,0,190,33,442,14,1,0,1,0,186,51
1,48,5,0,6,3,1,0,0,246,68,2356,19,1,0,0,0,213,55
0,56,3,1,8,6,0,0,0,205,56,266,17,4,1,0,0,218,35
1,24,3,0,12,8,1,0,0,202,39,525,18,1,0,0,0,218,38
1,15,7,1,8,4,0,1,0,237,49,2859,16,4,0,0,0,224,48
0,42,5,1,10,5,0,0,0,247,55,4253,18,2,1,1,0,209,56
1,12,2,1,6,2,0,1,0,234,56,1923,15,2,1,0,0,240,48
0,12,3,1,4,5,0,0,0,211,32,-3278,19,1,0,1,1,255,51
1,18,3,0,2,8,0,0,0,224,53,-1146,20,2,0,0,0,162,44
1,18,3,1,14,5,1,0,0,250,68,4091,18,4,0,0,0,215,48
1,18,6,0,4,6,0,0,0,249,43,-379,22,3,1,0,0,240,52
1,15,4,0,4,4,1,0,0,210,68,476,14,3,0,1,0,232,56
1,23,2,1,6,3,0,0,0,195,44,2041,37,2,0,0,0,202,44
0,22,0,0,2,5,0,0,0,210,67,-1552,13,0,0,0,0,223,57
0,17,3,0,6,14,0,0,0,194,41,-2243,15,3,0,0,0,186,56
0,54,2,1,7,3,0,0,0,227,44,2237,14,1,0,0,0,209,60
1,41,2,0,4,4,1,0,0,187,50,-1395,59,5,0,0,0,248,44
1,16,2,0,8,8,1,0,0,220,60,257,15,2,0,1,0,225,56
0,18,6,1,4,3,1,0,0,235,39,1323,21,3,0,0,0,203,48
0,15,1,1,3,6,1,0,0,230,52,-874,39,1,0,0,0,231,44
1,18,5,1,10,2,1,1,0,257,44,4565,19,4,0,0,0,197,52
1,17,8,1,7,4,0,1,2,246,53,5286,17,1,1,0,0,154,45
1,14,2,1,7,6,0,1,1,207,48,2544,16,4,1,0,0,185,48
0,15,1,0,4,5,1,0,0,219,52,-1529,52,1,0,0,0,213,59
1,18,2,1,4,5,1,0,0,222,56,842,17,0,0,0,0,201,44
0,17,3,1,9,6,0,0,0,226,54,2318,80,2,0,1,0,239,40
0,18,3,0,8,10,1,0,0,193,52,-1773,14,4,0,0,0,215,51
0,16,1,1,2,5,0,0,0,223,63,-930,18,2,1,1,0,210,52
0,15,2,0,5,5,0,0,0,199,40,-1851,17,1,0,1,0,258,52
0,16,4,0,1,3,0,1,0,244,48,-280,14,3,1,0,0,217,60
0,19,1,0,9,10,1,0,0,200,44,-1220,18,3,0,0,0,217,43
0,15,3,0,1,9,0,0,0,225,56,-4851,35,5,1,0,0,243,70
1,37,3,1,6,4,0,0,0,258,64,1748,11,2,1,0,0,236,50
1,14,2,1,6,9,0,0,0,229,60,-1589,34,1,0,1,0,193,75
1,18,3,0,12,5,0,0,0,208,35,1756,33,1,1,0,0,188,61
1,17,2,1,6,5,1,0,0,176,60,-1149,17,2,0,1,0,263,60
0,21,2,1,3,5,0,0,0,238,48,-961,18,6,1,0,0,239,76
1,12,1,0,10,10,0,1,0,183,48,-528,13,1,1,0,0,228,60
1,13,5,0,5,7,1,0,0,202,50,-1555,17,1,0,0,0,210,51
1,16,3,1,9,2,1,1,0,219,49,2871,16,2,0,0,0,217,52
1,21,4,1,4,4,1,0,1,234,56,1070,18,5,0,1,1,215,62
1,37,1,1,6,3,1,1,2,252,68,3725,12,14,0,0,0,208,52
1,15,2,0,5,8,0,0,0,210,76,-180,17,1,1,1,0,192,48
0,12,0,0,1,9,1,0,0,207,62,-5000,27,2,0,0,0,254,77
0,15,2,0,8,9,1,0,0,217,50,685,14,0,0,0,0,180,56
1,15,3,1,11,4,0,0,0,228,43,3857,19,2,1,0,0,210,53
0,40,4,1,4,7,0,0,0,202,47,-770,17,16,1,0,0,217,51
1,16,3,0,3,4,0,0,0,214,52,-1406,56,2,1,1,0,234,68
0,20,1,1,4,12,0,0,0,176,47,-2711,15,1,1,0,0,186,28
1,44,4,1,6,4,0,0,0,225,52,324,19,2,1,0,0,229,71
1,13,2,0,1,6,0,0,0,217,56,-3344,18,3,1,1,0,225,77
1,13,16,1,9,8,1,0,0,207,64,143,39,3,0,0,0,212,48
1,37,5,1,7,4,0,0,0,219,50,1126,17,1,1,1,0,217,49
1,28,3,1,7,12,0,0,0,200,32,-2557,17,3,1,1,0,210,37
0,18,0,0,3,5,0,0,1,248,48,-1060,43,1,1,1,1,214,75
1,14,3,1,10,4,1,0,0,229,45,2914,20,0,0,0,0,209,40
1,17,5,0,7,7,0,0,0,219,44,464,16,2,1,0,0,212,48
1,17,3,1,5,3,1,0,0,232,68,1399,36,4,0,0,0,240,36
0,16,3,1,12,11,0,0,0,223,43,778,11,3,0,0,0,234,32
1,14,1,1,5,6,0,1,0,205,47,-1618,13,2,0,0,0,243,36
0,14,0,0,4,6,0,0,0,218,68,-1345,48,1,1,0,0,220,68
1,18,1,1,6,5,1,0,0,231,58,138,12,1,0,1,0,214,58
1,83,3,0,6,6,1,0,0,241,64,-418,14,1,0,0,0,237,73
0,15,0,1,12,7,1,1,0,216,48,789,12,2,0,0,0,220,56
1,17,3,1,6,3,0,1,0,229,47,760,18,0,1,0,0,232,65
0,13,1,0,3,6,0,0,0,226,32,-2342,17,0,0,0,0,262,51
1,10,1,1,6,8,1,0,0,191,36,-2302,16,1,0,0,0,246,39
0,10,2,1,6,8,1,0,0,137,44,-2932,13,2,0,1,0,219,52
0,49,2,0,6,5,0,0,0,193,54,154,13,1,1,0,0,211,50
0,23,6,1,6,7,0,0,0,210,56,99,20,0,1,0,0,214,38
0,12,1,0,0,5,0,0,0,222,56,-2876,17,2,1,0,0,233,59
0,9,5,1,8,1,0,0,0,247,48,2501,18,2,0,0,0,251,56
0,19,7,0,1,6,0,0,0,245,56,-1557,16,7,1,0,0,225,56
1,17,3,1,9,6,1,0,0,190,60,1578,15,2,0,0,0,195,52
0,20,2,0,4,6,0,0,0,241,44,-1630,16,3,1,0,0,243,64
1,13,3,0,8,7,1,0,0,248,65,1753,15,4,0,0,0,218,41
0,17,3,1,4,5,0,0,0,236,47,14,35,3,1,1,0,224,44
0,14,2,0,5,7,0,0,0,220,48,-245,15,1,0,0,0,244,51
0,15,5,1,5,4,0,0,0,242,41,1074,40,5,0,1,0,224,39
0,13,9,0,3,9,0,0,0,218,42,-3541,43,2,1,0,0,244,56
1,16,5,1,10,3,1,0,0,213,35,2915,19,2,0,0,0,200,48
0,16,5,0,5,12,1,0,0,164,47,-4413,39,7,0,0,0,242,42
0,17,4,1,4,7,0,0,0,212,32,-1517,30,7,0,0,0,221,29
1,35,2,1,11,8,0,0,0,235,36,2178,16,18,0,0,0,192,44
0,18,1,1,11,7,0,0,0,205,46,1470,11,2,1,0,0,206,58
1,17,1,1,8,3,1,0,0,233,68,4507,15,3,0,0,0,194,44
1,17,15,1,8,2,1,0,0,254,32,4387,43,2,0,0,0,188,44
0,13,3,0,8,7,0,0,0,204,46,929,17,4,0,0,0,203,48
0,16,1,0,7,8,1,0,0,226,50,-787,39,7,0,0,0,207,56
1,15,4,1,11,5,0,0,0,191,44,2695,20,1,1,0,0,187,52
0,73,3,1,9,13,0,0,0,141,29,-3173,14,2,1,0,0,207,46
0,17,1,0,8,9,0,0,0,183,45,-1253,20,2,0,0,0,199,47
1,19,3,1,6,2,1,0,0,241,52,2711,19,7,0,0,0,223,52
0,20,1,1,4,3,1,0,0,213,48,-471,14,2,0,0,0,240,52
0,50,4,0,5,4,1,0,0,220,49,1319,37,2,0,1,0,190,51
0,24,1,1,5,3,0,1,0,219,46,338,39,1,0,0,0,220,56
1,14,4,0,6,10,0,0,0,154,45,-2263,17,2,1,0,0,196,40
1,19,2,1,6,4,0,1,0,244,49,2038,12,2,0,0,0,198,48
0,17,1,0,4,5,0,0,0,203,52,-1911,15,1,1,1,0,250,68
0,18,2,1,4,5,1,0,0,228,48,488,17,3,0,0,0,182,48
1,8,0,1,4,3,1,0,0,227,49,734,13,1,0,0,0,203,50
1,13,2,1,16,4,1,0,1,200,36,5195,11,1,0,0,0,179,52
0,45,2,1,9,4,1,1,0,244,58,3319,12,15,0,0,0,177,53
1,36,4,1,7,4,1,0,0,206,64,2335,12,2,0,0,0,215,48
0,18,1,0,7,8,0,0,0,225,58,-268,15,2,1,0,0,221,65
0,21,4,1,3,4,0,0,0,201,50,-1110,17,5,0,0,0,241,44
1,15,2,1,7,3,0,1,0,216,47,381,16,1,1,0,0,253,52
0,14,2,1,2,6,0,0,0,223,56,-1636,16,4,1,0,0,223,52
1,18,4,0,9,9,1,1,0,194,70,-532,21,5,0,0,0,208,72
0,20,1,0,4,9,0,0,0,207,36,-2467,77,6,1,0,0,187,56
1,14,1,0,7,3,0,0,0,223,52,2460,13,1,1,0,0,205,60
1,16,1,1,4,3,0,0,0,255,64,1454,13,1,0,0,0,234,34
1,15,3,1,1,1,0,0,0,246,42,450,18,1,1,0,0,211,52
1,13,3,0,4,6,1,1,0,238,44,-300,11,2,0,0,0,203,51
0,39,4,0,3,6,1,0,0,218,48,-2343,17,2,0,0,0,256,76
0,12,1,1,9,10,0,0,0,175,36,-1008,15,3,1,0,0,184,56
1,18,0,1,3,7,0,0,0,240,50,-2442,25,1,1,0,0,264,38
0,15,0,0,4,12,0,0,0,218,35,-4740,16,2,1,1,0,231,69
0,16,5,0,10,11,0,0,0,167,39,-1603,19,2,1,1,0,229,49
0,14,2,0,7,6,1,0,0,192,47,-555,40,2,0,1,0,232,64
0,17,1,0,11,10,1,0,0,157,41,-1361,26,1,0,1,0,239,52
1,16,3,1,6,3,1,0,0,243,45,2024,14,2,0,1,0,213,40
1,20,3,0,4,2,0,0,0,242,56,1840,14,4,0,0,0,240,43
1,16,1,0,5,5,0,0,0,231,59,690,13,1,1,0,0,232,52
0,60,2,1,9,9,1,0,0,185,50,-98,13,5,0,0,0,219,57
1,11,1,1,7,7,0,0,0,222,68,197,91,2,1,1,0,198,63
1,21,3,1,5,4,0,0,0,252,48,1574,11,5,0,0,0,197,45
0,15,0,0,2,9,0,0,0,207,48,-3553,13,1,1,0,0,220,48
0,14,4,1,1,10,0,0,0,226,48,-5162,20,2,0,0,1,196,46
1,37,4,1,4,2,1,0,0,232,85,2210,23,1,0,0,0,214,53
1,18,1,1,8,2,0,1,0,203,64,3410,19,2,1,0,0,213,48
1,23,2,1,6,6,1,0,0,231,65,251,20,6,0,0,0,236,64
1,15,2,1,9,3,0,0,0,186,48,3018,19,1,0,0,0,222,39
0,14,2,0,3,8,0,0,0,180,56,-3414,14,2,1,1,0,228,60
1,18,3,1,7,4,1,0,0,220,39,2015,17,5,0,1,0,171,60
1,14,3,1,8,4,1,0,0,224,52,1422,15,4,0,0,0,218,59
0,46,3,0,5,6,0,0,0,214,43,-1727,14,4,0,0,0,223,56
1,18,5,1,7,6,0,0,0,211,27,654,20,1,0,1,0,190,40
1,16,5,1,9,3,1,1,0,240,59,3691,11,3,0,0,0,186,51
0,17,2,1,13,5,0,0,0,212,30,4627,14,3,0,0,0,175,29
0,15,3,1,2,8,0,1,0,205,48,-3443,17,3,0,0,0,230,52
0,17,1,0,6,6,1,1,0,211,50,-819,13,2,0,0,0,223,56
1,17,2,0,4,1,0,0,0,255,59,1856,16,1,1,1,0,244,48
1,15,5,0,4,4,0,0,0,233,72,1759,20,5,1,0,0,203,47
0,15,3,1,7,3,1,0,0,200,62,1159,14,2,0,0,0,250,41
1,42,4,0,4,8,1,0,0,227,60,-444,58,8,0,0,0,212,46
0,138,4,0,6,4,0,0,0,199,32,-120,15,3,1,0,0,193,67
1,18,2,1,10,8,0,1,0,192,46,1493,31,4,0,0,0,185,53
1,14,2,1,11,3,1,0,0,212,49,4335,13,3,0,0,0,215,43
0,16,4,1,4,7,0,0,0,204,64,-935,17,2,1,0,0,233,52
1,15,3,1,6,3,1,0,0,215,60,1081,13,3,0,0,0,220,60
1,13,1,1,8,8,1,0,0,175,44,-862,32,2,0,1,0,223,55
0,56,1,0,6,10,0,1,0,210,36,-2770,14,2,1,0,0,218,52
1,57,4,0,7,2,1,1,0,237,56,3673,16,0,0,0,0,204,56
0,21,2,0,5,14,0,0,0,213,46,-4859,18,3,0,1,2,226,44
1,15,1,1,7,7,0,0,0,244,51,428,12,2,1,0,0,247,51
0,18,5,1,5,10,1,0,0,253,66,-733,21,6,0,0,0,216,54
0,17,4,0,4,5,0,0,0,237,44,936,21,2,1,0,0,191,52
0,15,3,0,2,4,0,0,0,233,60,-1179,17,2,1,1,0,226,56
1,20,3,1,5,2,0,0,0,235,61,932,15,5,0,0,0,247,56
1,11,2,0,5,5,0,0,0,247,74,544,50,0,0,0,0,222,48
0,15,2,0,7,5,1,0,0,223,68,-105,14,3,0,0,0,231,41
0,14,2,0,4,3,1,0,0,212,56,-287,13,2,0,0,0,243,56
1,14,1,1,10,8,0,0,0,200,47,1052,28,2,1,0,0,223,60
1,16,2,1,6,4,0,0,0,220,48,2145,36,3,0,0,0,197,44
0,25,3,1,4,8,0,0,0,193,47,-3960,16,8,1,0,0,247,68
0,18,5,0,6,3,0,0,0,222,44,1097,14,1,1,0,0,240,63
0,90,1,1,4,5,0,0,0,217,47,-671,18,4,1,0,0,227,56
0,58,2,0,10,9,1,0,0,201,48,-236,23,2,0,0,0,225,60
1,14,2,1,10,6,1,0,0,254,44,3212,12,2,0,0,0,170,52
1,41,3,1,7,7,1,0,0,219,48,-795,19,3,0,0,0,221,44
1,15,4,1,6,1,0,1,1,247,50,3544,15,3,1,0,0,219,48
1,14,1,1,7,6,1,1,0,197,42,969,13,2,0,0,0,194,37
0,15,4,1,9,5,0,0,0,222,51,2348,12,5,1,0,0,195,43
0,78,1,1,4,10,0,0,0,183,60,-3584,13,2,1,0,0,238,59
1,18,4,1,5,5,1,1,0,236,57,330,20,3,0,0,0,235,46
0,10,4,0,8,8,0,1,0,221,48,1112,43,0,0,0,0,198,44
1,16,1,1,5,3,0,0,0,219,40,279,14,4,1,0,0,246,63
0,60,4,1,7,3,1,0,0,226,56,1516,16,6,0,0,0,210,60
0,11,0,0,5,10,0,0,0,156,49,-4229,16,3,1,0,0,220,64
0,10,1,0,5,12,0,0,0,169,58,-3111,15,2,0,0,0,178,56
1,10,2,1,8,5,0,0,0,206,46,3686,17,0,0,0,0,153,46
1,16,4,1,13,3,1,0,1,225,64,5136,13,2,0,0,0,213,60
1,16,2,1,6,2,0,0,0,245,56,1394,24,2,0,0,0,225,68
0,14,2,0,0,4,0,1,0,221,52,-2009,59,1,1,0,0,243,59
0,18,4,1,11,10,0,0,0,204,34,466,14,4,0,0,0,186,46
0,17,1,0,5,13,0,0,0,171,41,-4958,29,4,1,0,0,231,24
0,39,1,0,3,7,0,0,0,207,47,-2825,46,2,1,1,0,221,68
0,18,3,0,3,7,1,0,0,234,60,-1716,16,6,0,0,0,262,36
0,43,1,1,6,8,0,0,0,176,52,-1537,15,4,0,0,0,186,36
0,16,1,0,5,12,0,0,0,195,44,-2707,19,3,1,0,0,233,40
